Title:,"Time Series, Area-Averaged of Ozone Total Column (DOAS) daily 0.25 deg. [OMI (daily)"
User Start Date:,2004-10-01T00:00:00Z
User End Date:,2024-11-19T23:59:59Z
User Bounding Box:,"29,-28,32,-25"
Data Bounding Box:,"29.125,-27.875,31.875,-25.125"
URL to Reproduce Results:,"https://giovanni.gsfc.nasa.gov/giovanni/#service=ArAvTs&starttime=2004-10-01T00:00:00Z&endtime=2024-11-19T23:59:59Z&bbox=29,-28,32,-25&data=OMDOAO3e_003_ColumnAmountO3%2COMUVBd_003_UVindex&variableFacets=dataFieldMeasurement%3AUV%20Exposure%3B&portal=GIOVANNI&format=json"
Fill Value (mean_OMDOAO3e_003_ColumnAmountO3):, -1.267651e+30

time, mean_OMDOAO3e_003_ColumnAmountO3
2005-12-25,269.311035
2005-12-26,274.726624
2005-12-27,273.107941
2005-12-28,282.297241
2005-12-29,280.154022
2005-12-30,272.071594
2005-12-31,269.386414
2006-01-01,255.964447
2006-01-02,261.732635
2006-01-03,254.686859
2006-01-04,261.358887
2006-01-05,259.252625
2006-01-06,262.771057
2006-01-07,252.489349
2006-01-08,-1.267651e+30
2006-01-09,253.744812
2006-01-10,254.287109
2006-01-11,258.191284
2006-01-12,255.385056
2006-01-13,253.269058
2006-01-14,261.085449
2006-01-15,258.466156
2006-01-16,260.94809
2006-01-17,260.67981
2006-01-18,267.353271
2006-01-19,261.91571
2006-01-20,265.644928
2006-01-21,258.211914
2006-01-22,257.693115
2006-01-23,256.191864
2006-01-24,253.280029
2006-01-25,255.6147
2006-01-26,253.992401
2006-01-27,257.896179
2006-01-28,260.195007
2006-01-29,260.00351
2006-01-30,259.372253
2006-01-31,261.567749
2006-02-01,266.16449
2006-02-02,254.828278
2006-02-03,262.112854
2006-02-04,260.750336
2006-02-05,263.766754
2006-02-06,257.617432
2006-02-07,259.916962
