,Unnamed: 0,Date,Time,Temperature,Pression,RAW465,RAW540,RAW619,Altitude,Latitude,Longitude,Elevation,AOT465,AOT540,AOT619,Alpha,RÂ²,Datetime,N,E,sza_rad,air_mass,day_of_year,E0,precalibrated_AOT465,precalibrated_AOT540,precalibrated_AOT619,tau_aerosols_465_calitoo,tau_aerosols_540_calitoo,tau_aerosols_619_calitoo,tau_aerosols_465_expected,tau_aerosols_540_expected,tau_aerosols_619_expected
10,10,2024-06-18,06:33:22,23,845,1851.0206600717656,2065.8712724015245,1736.3648044534814,01614,4648.80067N,00950.67079E,29.2,0.05606965324443211,0.0716584872727651,0.09377750521589145,0.47,0.99,2024-06-18 06:33:22,46.8133445,9.844513166666667,1.0611601852125525,2.0497698083202853,170,0.9681145319742256,0.1551,0.1464,0.1354,0.11879758811975552,0.151100314166464,0.13534932595991292,0.10359911552937492,0.12029262708268076,0.1166791842254575
11,11,2024-06-18,06:33:42,23,845,1903.7003775180049,2127.8474105735704,1779.7481011739133,01613,4648.80069N,00950.67045E,29.3,0.04311979491207177,0.05778857530007666,0.08223731198839818,0.48,1.0,2024-06-18 06:33:42,46.81334483333333,9.8445075,1.059414855960558,2.0433916182045806,170,0.9681145319742256,0.142,0.1324,0.1237,0.10604352715224483,0.13747836987190085,0.12393889394598198,0.09079761443986992,0.10657452046490216,0.10521047571063041
12,12,2024-06-18,06:34:09,23,845,1936.7543178764288,2130.9462174821724,1792.1433288083224,01612,4648.80078N,00950.67013E,29.3,0.034695574815772734,0.05707640085702833,0.07884077468678766,0.37,0.84,2024-06-18 06:34:09,46.813346333333335,9.844502166666668,1.059414855960558,2.0433916182045806,170,0.9681145319742256,0.1343,0.1322,0.1208,0.09761930705594576,0.13676619542885252,0.12054235664437146,0.08237339434357091,0.10586234602185386,0.1018139384090199
13,13,2024-06-18,07:04:08,29,845,2277.623077822681,2597.833125044917,2139.2097025717785,01616,4648.80075N,00950.66923E,34.5,-0.020993560915110898,-0.027395849485072683,0.003291364539952945,2.02,0.92,2024-06-18 07:04:08,46.81334583333334,9.844487166666667,0.9686577348568528,1.7655172821352758,170,0.9681145319742256,0.0886,0.0564,0.0499,0.051833722253826764,0.06483630249226134,0.051556348349649256,0.034188259043935326,0.02906850373577246,0.02988026891866073
14,14,2024-06-18,07:04:22,29,845,2276.59014218648,2585.437897410508,2131.979153118373,01617,4648.80039N,00950.66927E,34.5,-0.02073662907268048,-0.02468684677495433,0.005209065843921692,1.9,0.93,2024-06-18 07:04:22,46.81333983333333,9.844487833333334,0.9686577348568528,1.7655172821352758,170,0.9681145319742256,0.0891,0.0593,0.0519,0.05209065409625718,0.06754530520237968,0.05347404965361802,0.03444519088636577,0.03177750644589083,0.03179797022262949
15,15,2024-06-18,07:05:14,29,845,2361.290864354942,2561.6803777778905,2126.8144749373696,01618,4648.80002N,00950.66917E,34.7,-0.04064872213603282,-0.01895227239061082,0.007012978865228319,0.88,0.91,2024-06-18 07:05:14,46.813333666666665,9.844486166666666,0.965167076352864,1.7566063047083746,170,0.9681145319742256,0.0693,0.0651,0.0538,0.032548001968327606,0.07374775825828529,0.05552280306977303,0.014813026200084817,0.037798515289467975,0.03373676442140293
16,16,2024-06-18,07:32:59,35,845,2285.886562912287,2653.6116493997583,2187.7576774732142,01615,4648.80146N,00950.67000E,39.4,-0.0023143384627934416,-0.029809506456885675,-0.0011210887417084682,2.99,0.94,2024-06-18 07:32:59,46.81335766666667,9.8445,0.8831366015091308,1.5754717619528291,170,0.9681145319742256,0.1168,0.0621,0.0499,0.07929793168436813,0.07354839700859449,0.05296598859973198,0.05952393699865552,0.03346601129179582,0.02867517376664896
17,17,2024-06-18,07:33:16,35,845,2304.4794043639004,2635.0188079481445,2180.527128019809,01615,4648.80067N,00950.67081E,39.5,-0.007058203287684278,-0.02514732619263791,0.00114831532685895,2.68,0.97,2024-06-18 07:33:16,46.8133445,9.8445135,0.8813912722571364,1.5721336906698644,170,0.9681145319742256,0.112,0.0667,0.0522,0.07472735210673878,0.07843003446752812,0.055350234377197605,0.054911371803516934,0.03826254284560953,0.031007843477832583
18,18,2024-06-18,08:04:57,33,845,2257.9973007348663,2560.6474421416897,2083.431178216937,01620,4648.80112N,00950.66917E,44.8,0.027545228820636702,0.005160169161837957,0.041797937117533726,1.67,0.89,2024-06-18 08:04:57,46.813352,9.844486166666666,0.788888821901437,1.4191760573924812,170,0.9681145319742256,0.1562,0.1052,0.0973,0.11814556439983256,0.11990101293262376,0.10184169461620754,0.09619383396718631,0.07540430195756424,0.07487570076012351
19,19,2024-06-18,08:05:13,33,845,2235.2727167384496,2549.285150143481,2092.7275989427444,01618,4648.80097N,00950.66920E,44.8,0.03467262412682387,0.008293781081759035,0.03866080213612956,1.94,0.94,2024-06-18 08:05:13,46.8133495,9.844486666666668,0.788888821901437,1.4191760573924812,170,0.9681145319742256,0.1636,0.1085,0.0943,0.1252729597060198,0.12303462485254482,0.09870455963480337,0.10332122927337348,0.07853791387748531,0.07173856577871934
20,20,2024-06-18,08:05:58,32,845,2279.688949095082,2573.0426697760986,2099.9581483961497,01616,4648.80096N,00950.66990E,45.0,0.021565329882351242,0.0021818386650659573,0.03663200102536132,1.72,0.92,2024-06-18 08:05:58,46.813349333333335,9.844498333333334,0.7853981633974483,1.414213562373095,170,0.9681145319742256,0.1504,0.1024,0.0922,0.1124835832966102,0.11732530964922486,0.09688645290249409,0.09045482393718982,0.07267245909774785,0.06982583499968611
21,21,2024-06-18,08:36:41,33,844,2127.8474105735704,2344.7638941757305,1920.227347697217,01616,4648.80126N,00950.66996E,50.0,0.09240983260261984,0.08346547094262295,0.11474505957828218,0.97,0.97,2024-06-18 08:36:41,46.813354333333336,9.844499333333331,0.6981317007977318,1.3054072893322786,170,0.9681145319742256,0.2296,0.1907,0.1742,0.1909061625193059,0.2082062009930906,0.18002174658191056,0.1670412963561327,0.15983151566341194,0.15070561424751688
22,22,2024-06-18,08:37:20,33,844,2081.365306944536,2357.15912181014,1903.7003775180049,01611,4648.80014N,00950.66944E,50.1,0.10977437512643987,0.07971710599886543,0.12165874784930286,1.1,0.85,2024-06-18 08:37:20,46.81333566666667,9.844490666666667,0.6963863715457375,1.3035002927775805,170,0.9681145319742256,0.2471,0.1871,0.1812,0.20841480333205017,0.2046403294049194,0.1870309334254347,0.18451502331591993,0.15619487281514252,0.1576719121376065
23,23,2024-06-18,09:36:30,35,844,2268.326657096874,2514.165338512655,2022.4879756810924,01618,4648.80101N,00950.66879E,58.8,0.07122504200841831,0.04742558276632302,0.09286294263059192,1.18,0.87,2024-06-18 09:36:30,46.813350166666666,9.844479833333333,0.5445427266222309,1.169092568600368,170,0.9681145319742256,0.2208,0.1653,0.1582,0.18120591991242527,0.18671092479827064,0.16575080910639572,0.15455844041844283,0.13269581209926598,0.13301645267287288
24,24,2024-06-18,09:37:14,35,844,2247.6679443728585,2475.946719973227,2033.850267679301,01616,4648.80094N,00950.66883E,58.9,0.07934008732222445,0.060717754655356386,0.08824648058833603,1.4,0.99,2024-06-18 09:37:14,46.813349,9.8444805,0.5427973973702365,1.1678599095827218,170,0.9681145319742256,0.229,0.1787,0.1536,0.18943704843090745,0.20015011032436167,0.1612112791389128,0.162761442912882,0.146077985465584,0.1284423720719505
25,25,2024-06-18,09:37:35,35,844,2249.73381564526,2445.991586523405,1989.434035322668,01617,4648.80113N,00950.66897E,59.0,0.07884092738069728,0.07134052014098045,0.10734815148711219,0.98,0.97,2024-06-18 09:37:35,46.81335216666667,9.844482833333334,0.5410520681182421,1.1666333972153304,170,0.9681145319742256,0.2284,0.1892,0.1726,0.18905363631961927,0.21091946471190712,0.1803896598490317,0.16234998603607145,0.1567904924064262,0.14758630196840378
26,26,2024-06-18,10:37:57,40,844,2391.245997804765,2692.863203575387,2183.6259349284114,01616,4648.80166N,00950.66880E,65.2,0.03962671268634588,-0.004697882506596538,0.033756874231129,2.29,0.93,2024-06-18 10:37:57,46.813361,9.84448,0.4328416544945936,1.101591550405211,170,0.9681145319742256,0.1962,0.1192,0.1023,0.15634676831714908,0.14312229478562408,0.11111101062283732,0.12806644042530382,0.08579735722116195,0.07637082690386263
27,27,2024-06-18,10:38:26,40,844,2397.443611621969,2682.5338472133794,2186.724741837014,01613,4648.80259N,00950.66896E,65.2,0.03727698537303217,-0.001209110039759759,0.03246955071801676,2.29,0.96,2024-06-18 10:38:26,46.8133765,9.844482666666666,0.4328416544945936,1.101591550405211,170,0.9681145319742256,0.194,0.1227,0.1011,0.15399704100383535,0.14661106725246084,0.1098236871097251,0.12571671311199015,0.08928612968799875,0.07508350339075037
28,28,2024-06-18,10:38:52,40,844,2453.2221359768105,2714.554851935603,2183.6259349284114,01612,4648.80268N,00950.66877E,65.2,0.01639872955685026,-0.01198095005377182,0.033756874231129,1.85,0.89,2024-06-18 10:38:52,46.813378,9.8444795,0.4328416544945936,1.101591550405211,170,0.9681145319742256,0.1732,0.112,0.1024,0.13311878518765344,0.1358392272384488,0.11111101062283732,0.10483845729580824,0.07851428967398667,0.07637082690386263
29,29,2024-06-18,11:05:13,40,844,2373.686091989352,2623.656515949936,2134.045024390775,01617,4648.80153N,00950.66965E,66.4,0.0485987939295395,0.02024320011336022,0.05586237056610929,1.76,0.96,2024-06-18 11:05:13,46.81335883333333,9.844494166666667,0.4118977034706617,1.0912709211533682,170,0.9681145319742256,0.2065,0.1452,0.125,0.16642272248233606,0.16946137786193152,0.1339480790608766,0.1378749350864991,0.11159429314040732,0.09887934213906799
30,30,2024-06-18,11:05:49,40,844,2399.50948289437,2663.9410057617656,2159.868415295794,01616,4648.80184N,00950.66956E,66.5,0.038861252983694444,0.0063754558072175085,0.04493395438701819,1.92,0.94,2024-06-18 11:05:49,46.813364,9.844492666666667,0.4101523742186674,1.0904411040579711,170,0.9681145319742256,0.1966,0.1313,0.114,0.15677484461851912,0.1557071874142952,0.12307908549119928,0.12820533258122405,0.09779606629687214,0.08798366153668125
31,31,2024-06-19,07:09:38,24,843,1680.7815160958232,1925.615701292326,1553.7156731457396,01616,4648.80098N,00950.66780E,35.4,0.1589876992305226,0.14814553668209826,0.19039066525660286,0.46,0.67,2024-06-19 07:09:38,46.81334966666667,9.844463333333334,0.952949771588904,1.7262774068003737,171,0.9680020778543847,0.2708,0.2337,0.2379,0.23347041361884088,0.24247421041845155,0.23975275659969605,0.2154238527789538,0.20589337665456495,0.21758395991986285
32,32,2024-06-19,07:09:51,24,843,1732.4342977828492,1893.59097664637,1547.5173393432965,01615,4648.80107N,00950.66770E,35.4,0.14145363750618264,0.15786051490041134,0.1927062493086642,0.19,0.93,2024-06-19 07:09:51,46.81335116666666,9.844461666666668,0.952949771588904,1.7262774068003737,171,0.9680020778543847,0.2537,0.2437,0.2405,0.21593635189450092,0.25218918863676465,0.2420683406517574,0.19788979105461382,0.21560835487287802,0.21989954397192418
33,33,2024-06-19,07:10:08,25,843,1708.6740182068172,1877.0620865065216,1542.352061174594,0000M,4648.80102N,00950.66744E,35.5,0.1502986231107931,0.16363158353622256,0.19531268695134596,0.27,0.97,2024-06-19 07:10:08,46.81335033333333,9.844457333333333,0.9512044423369096,1.7220508181772995,171,0.9680020778543847,0.2622,0.2492,0.2428,0.22496414731513212,0.25819177686249467,0.24479593224151183,0.20687329313156058,0.22152115937435493,0.22257272463324074
34,34,2024-06-19,07:34:56,32,843,1769.624300597508,1993.7973731192003,1615.6990111701707,01618,4648.80084N,00950.66938E,39.7,0.16242668429905957,0.1533701805398027,0.1929858032700103,0.51,0.8,2024-06-19 07:34:56,46.81334733333333,9.844489666666666,0.8779006137531478,1.565514060945285,171,0.9680020778543847,0.2826,0.246,0.2445,0.24455806226195145,0.2573855083779866,0.2474169100634844,0.22465829194016043,0.2170481722761394,0.22297158964187191
35,35,2024-06-19,07:35:12,32,843,1799.582913975983,2004.1279294566057,1622.9304006063544,01617,4648.80102N,00950.66874E,39.8,0.15243138958968852,0.15063464743574542,0.19069696494740979,0.42,0.8,2024-06-19 07:35:12,46.81335033333333,9.844479,0.8761552845011534,1.56223222488992,171,0.9680020778543847,0.2723,0.243,0.2419,0.23473530382035226,0.2548684839231374,0.24524241707697556,0.21479372935274024,0.21444640976385712,0.2207457435129388
36,36,2024-06-19,07:35:34,32,843,1764.4590224288054,2004.1279294566057,1630.161790042538,0000M,4648.80108N,00950.66795E,39.8,0.1650484530133556,0.15063464743574542,0.18785112482238475,0.62,0.84,2024-06-19 07:35:34,46.81335133333333,9.844465833333333,0.8761552845011534,1.56223222488992,171,0.9680020778543847,0.2855,0.2435,0.2395,0.24735236724401935,0.2548684839231374,0.24239657695195047,0.22741079277640738,0.21444640976385712,0.21789990338791376
