,Date,Time,Temperature,Pression,RAW465,RAW540,RAW619,Altitude,Latitude,Longitude,Elevation,AOT465,AOT540,AOT619,Alpha,RÂ²,Datetime,N,E,Location,sza_rad,air_mass
182,2024-08-06,13:01:18,35,841,2477,2800,2140,00001,4648.80262N,00950.66871E,53.4,0.1016,0.0758,0.0691,"1,36","0,93",2024-08-06 13:01:18,46.813377,9.8444785,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.6387905062299246,1.2456131448333823
183,2024-08-06,13:01:31,35,841,2483,2793,2143,00049,4648.80278N,00950.66911E,53.4,0.0996,0.0777,0.0679,"1,34","0,98",2024-08-06 13:01:31,46.81337966666667,9.844485166666667,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.6387905062299246,1.2456131448333823
184,2024-08-06,13:01:48,35,841,2480,2798,2145,01630,4648.80306N,00950.66940E,53.4,0.1004,0.0762,0.0671,"1,42","0,97",2024-08-06 13:01:48,46.81338433333333,9.84449,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.6387905062299246,1.2456131448333823
185,2024-08-06,13:34:31,35,841,2422,2741,2121,01621,4648.80255N,00950.67078E,49.2,0.1035,0.0818,0.068,"1,47","1,00",2024-08-06 13:34:31,46.81337583333333,9.844513,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.7120943348136864,1.3210125912104163
186,2024-08-06,13:34:47,35,840,2428,2745,2124,01621,4648.80281N,00950.67053E,49.2,0.1017,0.0807,0.0669,"1,46","1,00",2024-08-06 13:34:47,46.81338016666667,9.844508833333334,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.7120943348136864,1.3210125912104163
187,2024-08-06,14:30:19,33,840,2056,2368,1846,01620,4648.80234N,00950.67220E,40.9,0.175,0.1528,0.1406,"0,77","0,99",2024-08-06 14:30:19,46.813372333333334,9.844536666666666,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.8569566627292158,1.5273219250262184
188,2024-08-06,14:30:28,33,840,2079,2395,1869,01619,4648.80227N,00950.67173E,40.9,0.1675,0.1453,0.1324,"0,83","0,99",2024-08-06 14:30:28,46.81337116666667,9.844528833333333,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.8569566627292158,1.5273219250262184
189,2024-08-06,14:30:39,33,840,2061,2377,1863,01619,4648.80205N,00950.67147E,40.8,0.173,0.1501,0.1344,"0,89","1,00",2024-08-06 14:30:39,46.8133675,9.8445245,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.8587019919812102,1.5304078167929072
190,2024-08-06,15:00:29,33,840,2103,2466,1947,01620,4648.80082N,00950.66956E,36.0,0.1272,0.103,0.088,"1,29","1,00",2024-08-06 15:00:29,46.813347,9.844492666666667,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.9424777960769379,1.7013016167040798
191,2024-08-06,15:00:40,32,840,2111,2477,1943,01621,4648.80089N,00950.66954E,36.0,0.1248,0.1002,0.0891,"1,18","0,98",2024-08-06 15:00:40,46.813348166666664,9.844492333333333,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.9424777960769379,1.7013016167040798
192,2024-08-06,15:00:53,32,840,2114,2477,1947,01619,4648.80146N,00950.66889E,35.9,0.2851,0.1001,0.0877,"4,17","0,85",2024-08-06 15:00:53,46.81335766666667,9.8444815,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.9442231253289323,1.7054009939465566
193,2024-08-09,13:03:37,24,846,2347,2624,1966,01622,4648.80451N,00950.67049E,52.4,0.1405,0.125,0.1348,"0,15","0,14",2024-08-09 13:03:37,46.8134085,9.844508166666667,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.6562437987498679,1.2621646747333422
194,2024-08-20,10:26:53,24,840,1,1,1,01622,4648.80082N,00950.67030E,53.6,3.4464,3.4464,3.4464,"-,--","-,--",2024-08-20 10:26:53,46.813347,9.844505,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.635299847725936,1.2423999331154147
195,2024-08-20,10:28:08,24,840,2399,2714,2066,01621,4648.80092N,00950.67004E,53.7,0.1327,0.1059,0.1022,"0,92","0,87",2024-08-20 10:28:08,46.81334866666667,9.844500666666667,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.6335545184739416,1.240805195730357
196,2024-08-20,10:30:43,25,840,2414,2727,2091,01612,4648.80061N,00950.67067E,53.8,0.1283,0.1025,0.0929,"1,13","0,96",2024-08-20 10:30:43,46.8133435,9.844511166666667,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.6318091892219474,1.2392183171231326
197,2024-08-20,10:51:37,29,840,2398,2713,2071,01621,4648.79991N,00950.66962E,54.9,0.1374,0.1093,0.1028,"1,02","0,91",2024-08-20 10:51:37,46.813331833333336,9.844493666666667,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.6126105674500097,1.2222701770860682
198,2024-08-23,08:32:23,24,843,2234,2584,1997,01618,4648.79995N,00950.66711E,39.9,0.1187,0.0957,0.0901,"0,97","0,92",2024-08-23 08:32:23,46.8133325,9.844451833333334,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.8744099552491591,1.5589688586362294
199,2024-08-23,08:46:10,28,843,2277,2609,2032,01622,4648.80087N,00950.66904E,41.9,0.1174,0.0973,0.0849,"1,13","1,00",2024-08-23 08:46:10,46.81334783333333,9.844484,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.8395033702092726,1.497381329807535
200,2024-08-23,09:02:01,29,843,2305,2634,2034,01606,4648.79510N,00950.66903E,44.0,0.1204,0.0989,0.0905,"1,00","0,96",2024-08-23 09:02:01,46.813251666666666,9.844483833333333,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.8028514559173916,1.4395565396257264
201,2024-08-23,09:16:38,28,843,2317,2636,2035,01622,4648.80141N,00950.66698E,45.9,0.1261,0.105,0.0955,"0,98","0,98",2024-08-23 09:16:38,46.81335683333333,9.844449666666666,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.7696902001294994,1.3925127141490126
202,2024-08-23,09:36:24,28,843,2355,2674,2062,01612,4648.80052N,00950.66922E,48.2,0.125,0.1023,0.0919,"1,08","0,98",2024-08-23 09:36:24,46.813342,9.844487,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.7295476273336297,1.3414248083444893
203,2024-08-23,09:51:07,29,843,2380,2705,2071,01610,4648.80011N,00950.66974E,49.8,0.1237,0.0983,0.0923,"1,03","0,92",2024-08-23 09:51:07,46.81333516666667,9.844495666666667,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.7016223593017206,1.3092500648210947
204,2024-08-23,10:00:55,29,843,2379,2697,2075,01611,4648.79971N,00950.67044E,50.7,0.1279,0.1032,0.093,"1,12","0,97",2024-08-23 10:00:55,46.8133285,9.844507333333333,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.6859143960337715,1.292256447042761
205,2024-08-23,10:17:02,29,843,2381,2697,2073,01608,4648.79966N,00950.66917E,52.0,0.1326,0.107,0.0967,"1,11","0,97",2024-08-23 10:17:02,46.813327666666666,9.844486166666666,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.6632251157578453,1.2690182150725788
206,2024-08-23,10:25:11,28,843,2390,2706,2078,01610,4648.80024N,00950.66977E,52.6,0.1319,0.106,0.0961,"1,11","0,96",2024-08-23 10:25:11,46.81333733333334,9.844496166666667,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.6527531402458793,1.2587885143982143
207,2024-08-23,10:33:59,29,843,2383,2696,2065,01613,4648.79958N,00950.66901E,53.1,0.1363,0.1104,0.1022,"1,01","0,95",2024-08-23 10:33:59,46.813326333333336,9.8444835,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.6440264939859076,1.2504929154097848
208,2024-08-23,11:53:33,25,843,2304,2612,1992,01619,4648.80068N,00950.66943E,53.6,0.1656,0.1374,0.1324,"0,79","0,89",2024-08-23 11:53:33,46.813344666666666,9.8444905,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.635299847725936,1.2423999331154147
210,2024-08-23,12:15:55,32,843,2258,2578,1981,01609,4648.80016N,00950.66905E,52.4,0.1763,0.144,0.1336,"0,98","0,95",2024-08-23 12:15:55,46.813336,9.844484166666666,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.6562437987498679,1.2621646747333422
211,2024-08-23,12:29:00,33,843,2261,2589,2010,01612,4648.79934N,00950.66936E,51.4,0.1708,0.1374,0.1196,"1,25","0,99",2024-08-23 12:29:00,46.81332233333333,9.844489333333334,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.6736970912698113,1.279557011353757
212,2024-08-23,12:43:08,27,843,2244,2560,1977,01609,4648.79973N,00950.66850E,50.2,0.1708,0.1419,0.129,"0,98","0,98",2024-08-23 12:43:08,46.81332883333333,9.844475,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.6946410422937431,1.301602818869081
213,2024-08-23,12:56:31,32,843,2238,2571,1986,01613,4648.79944N,00950.66843E,48.9,0.1662,0.1338,0.1217,"1,10","0,96",2024-08-23 12:56:31,46.813324,9.844473833333334,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.7173303225696694,1.3270283697641696
214,2024-08-23,13:13:42,32,843,2270,2597,2027,01611,4648.80069N,00950.66953E,46.9,0.146,0.1195,0.1011,"1,29","1,00",2024-08-23 13:13:42,46.81334483333333,9.844492166666667,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.7522369076095561,1.3695585652932902
215,2024-08-23,13:29:49,32,843,2251,2576,2023,01613,4648.79960N,00950.66924E,44.9,0.1418,0.1179,0.0969,"1,33","1,00",2024-08-23 13:29:49,46.81332666666667,9.844487333333333,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.7871434926494426,1.4166883063990245
216,2024-08-23,13:45:52,33,843,2221,2559,2025,01610,4648.79973N,00950.66918E,42.8,0.1393,0.1141,0.09,"1,52","0,99",2024-08-23 13:45:52,46.81332883333333,9.844486333333334,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.8237954069413236,1.471797480853623
217,2024-08-23,13:57:26,33,843,2201,2545,1989,01613,4648.79993N,00950.66823E,41.2,0.136,0.111,0.0969,"1,19","0,99",2024-08-23 13:57:26,46.81333216666667,9.8444705,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.8517206749732328,1.518166086671287
218,2024-08-23,14:00:47,33,843,2172,2520,1968,01610,4648.80009N,00950.66968E,40.7,0.1417,0.1154,0.1023,"1,14","0,99",2024-08-23 14:00:47,46.813334833333336,9.844494666666666,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.8604473212332044,1.5335108844402192
219,2024-08-29,07:12:55,23,849,1658,2080,1733,01612,4648.79248N,00950.67579E,26.1,0.1613,0.1296,0.1035,"1,55","1,00",2024-08-29 07:12:55,46.813208,9.8445965,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",1.1152653920243765,2.2730415214619573
220,2024-08-29,07:13:09,23,849,1659,2082,1721,01605,4648.79369N,00950.67345E,26.1,0.1614,0.1295,0.1068,"1,44","1,00",2024-08-29 07:13:09,46.81322816666667,9.8445575,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",1.1152653920243765,2.2730415214619573
221,2024-08-29,07:13:23,23,849,1664,2092,1728,01605,4648.79322N,00950.67410E,26.1,0.1606,0.1277,0.1053,"1,48","1,00",2024-08-29 07:13:23,46.813220333333334,9.844568333333333,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",1.1152653920243765,2.2730415214619573
222,2024-08-29,07:33:40,23,849,1803,2217,1807,01611,4648.79063N,00950.68211E,29.5,0.1588,0.1258,0.1035,"1,50","1,00",2024-08-29 07:33:40,46.81317716666667,9.844701833333334,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",1.0559241974565694,2.0307720446801567
223,2024-08-29,07:33:57,23,849,1803,2219,1803,0000M,4648.79162N,00950.67994E,29.5,0.1592,0.1257,0.1048,"1,46","1,00",2024-08-29 07:33:57,46.81319366666666,9.844665666666666,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",1.0559241974565694,2.0307720446801567
224,2024-08-29,07:34:40,23,849,1800,2216,1800,01608,4648.79303N,00950.67604E,29.6,0.1612,0.1272,0.1062,"1,46","1,00",2024-08-29 07:34:40,46.81321716666667,9.844600666666667,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",1.054178868204575,2.024529742569355
225,2024-08-29,07:49:10,25,849,1916,2324,1867,01630,4648.78650N,00950.69209E,31.9,0.1509,0.1181,0.0991,"1,47","1,00",2024-08-29 07:49:10,46.81310833333333,9.844868166666666,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",1.0140362954087054,1.89236838868895
227,2024-08-29,07:49:56,25,849,1910,2316,1859,01624,4648.78974N,00950.68664E,32.0,0.1537,0.1207,0.102,"1,44","0,99",2024-08-29 07:49:56,46.81316233333333,9.844777333333333,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",1.0122909661567112,1.8870799147998585
228,2024-08-29,08:00:42,26,849,1964,2365,1890,01646,4648.78133N,00950.71056E,33.7,0.1529,0.1194,0.1007,"1,46","0,99",2024-08-29 08:00:42,46.81302216666667,9.845176,"Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.9826203688728075,1.8023070081094419
229,2024-08-29,08:00:55,26,849,1962,2356,1884,01642,4648.78271N,00950.70467E,33.8,0.1538,0.1217,0.1026,"1,42","1,00",2024-08-29 08:00:55,46.81304516666667,9.845077833333333,"Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.9808750396208132,1.7976053956503852
230,2024-08-29,08:01:08,26,849,1962,2359,1891,01639,4648.78377N,00950.70015E,33.8,0.154,0.1212,0.1007,"1,49","1,00",2024-08-29 08:01:08,46.81306283333333,9.8450025,"Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.9808750396208132,1.7976053956503852
231,2024-08-29,08:55:32,26,849,2166,2519,1995,01612,4648.79052N,00950.67574E,41.6,0.1501,0.121,0.098,"1,49","1,00",2024-08-29 08:55:32,46.813175333333334,9.844595666666667,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.8447393579652555,1.5061914727017875
232,2024-08-29,08:56:02,26,849,2166,2531,1994,01611,4648.79371N,00950.67052E,41.7,0.1505,0.1182,0.0985,"1,48","1,00",2024-08-29 08:56:02,46.8132285,9.844508666666666,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.8429940287132611,1.5032386796594364
233,2024-08-29,09:22:06,28,849,2208,2565,2018,01606,4648.79068N,00950.68034E,44.9,0.1563,0.1223,0.1003,"1,55","1,00",2024-08-29 09:22:06,46.813178,9.844672333333333,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.7871434926494426,1.4166883063990245
234,2024-08-29,09:22:24,28,849,2213,2571,2019,01605,4648.78998N,00950.68069E,45.0,0.1549,0.1208,0.1001,"1,53","1,00",2024-08-29 09:22:24,46.813166333333335,9.844678166666666,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.7853981633974483,1.414213562373095
235,2024-08-29,09:22:35,28,849,2205,2568,2016,01605,4648.78908N,00950.68151E,45.0,0.1576,0.1217,0.1012,"1,55","1,00",2024-08-29 09:22:35,46.81315133333333,9.844691833333334,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.7853981633974483,1.414213562373095
236,2024-08-29,09:39:40,29,849,2281,2628,2064,01597,4648.78982N,00950.67006E,46.9,0.1431,0.112,0.0895,"1,64","1,00",2024-08-29 09:39:40,46.81316366666667,9.844501,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.7522369076095561,1.3695585652932902
237,2024-08-29,09:40:00,29,849,2296,2647,2058,01607,4648.79095N,00950.67490E,46.9,0.1385,0.1069,0.0917,"1,45","0,99",2024-08-29 09:40:00,46.8131825,9.844581666666667,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.7522369076095561,1.3695585652932902
238,2024-08-29,09:40:23,29,849,2296,2644,2065,01589,4648.79197N,00950.66130E,46.9,0.1387,0.1078,0.0893,"1,54","1,00",2024-08-29 09:40:23,46.8131995,9.844355,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.7522369076095561,1.3695585652932902
239,2024-08-29,09:53:42,28,849,2308,2669,2073,01594,4648.79266N,00950.66653E,48.2,0.1411,0.1052,0.0897,"1,59","0,98",2024-08-29 09:53:42,46.813211,9.844442166666667,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.7295476273336297,1.3414248083444893
240,2024-08-29,09:53:57,28,849,2308,2654,2061,01600,4648.79234N,00950.66979E,48.3,0.1412,0.1095,0.0941,"1,42","0,99",2024-08-29 09:53:57,46.81320566666667,9.8444965,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.7278022980816354,1.3393368082771915
241,2024-08-29,09:54:15,28,849,2312,2657,2068,01595,4648.79151N,00950.66885E,48.3,0.14,0.1087,0.0916,"1,49","0,99",2024-08-29 09:54:15,46.813191833333335,9.844480833333334,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.7278022980816354,1.3393368082771915
242,2024-08-29,10:11:16,28,849,2295,2623,2066,01610,4648.79382N,00950.67342E,49.7,0.1522,0.1231,0.0958,"1,62","0,99",2024-08-29 10:11:16,46.81323033333334,9.844557,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.7033676885537148,1.3111859520887792
243,2024-08-29,10:11:29,28,849,2310,2662,2032,01607,4648.79418N,00950.67178E,49.7,0.1474,0.1119,0.1085,"1,08","0,84",2024-08-29 10:11:29,46.813236333333336,9.844529666666666,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.7033676885537148,1.3111859520887792
244,2024-08-29,10:11:38,28,849,2327,2671,2073,01608,4648.79430N,00950.67159E,49.7,0.1418,0.1094,0.0933,"1,47","0,99",2024-08-29 10:11:38,46.81323833333333,9.8445265,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.7033676885537148,1.3111859520887792
245,2024-08-29,11:32:49,25,848,2206,2548,1985,01611,4648.79369N,00950.66433E,52.1,0.1947,0.154,0.1332,"1,33","0,99",2024-08-29 11:32:49,46.81322816666667,9.8444055,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.6614797865058508,1.2672920658506186
246,2024-08-29,11:33:07,26,848,2231,2575,2016,01608,4648.79665N,00950.66640E,52.1,0.1858,0.1457,0.121,"1,50","1,00",2024-08-29 11:33:07,46.8132775,9.84444,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.6614797865058508,1.2672920658506186
247,2024-08-29,11:33:20,26,848,2207,2543,1991,01608,4648.79627N,00950.66638E,52.1,0.1943,0.1555,0.1308,"1,39","1,00",2024-08-29 11:33:20,46.81327116666667,9.844439666666666,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.6614797865058508,1.2672920658506186
248,2024-08-29,11:33:29,26,848,2213,2555,2011,01610,4648.79557N,00950.66592E,52.1,0.1922,0.1518,0.1229,"1,56","1,00",2024-08-29 11:33:29,46.8132595,9.844432,"33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.6614797865058508,1.2672920658506186
249,2024-08-29,12:12:35,28,848,2238,2593,2024,01609,4648.79452N,00950.67200E,50.5,0.1755,0.1347,0.1136,"1,52","0,99",2024-08-29 12:12:35,46.813242,9.844533333333333,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.6894050545377601,1.2959670045887168
250,2024-08-29,12:13:49,29,848,2257,2612,2038,0000M,4648.78481N,00950.65994E,50.4,0.1686,0.1288,0.1081,"1,56","0,99",2024-08-29 12:13:49,46.813080166666666,9.844332333333334,"PMOD/WRC Institut, 33, Dorfstrasse, Davos Dorf, Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, 7260, Schweiz/Suisse/Svizzera/Svizra",0.6911503837897546,1.2978362271847272
251,2024-09-25,13:51:31,24,959,6,7,7,00492,4722.63915N,00832.88808E,30.9,3.089,3.0885,2.9633,"0,14","0,73",2024-09-25 13:51:31,47.377319166666666,8.548134666666666,"Tannenstrasse, Hochschulen, Altstadt, Zürich, Bezirk Zürich, Zürich, 8092, Schweiz/Suisse/Svizzera/Svizra",1.0314895879286488,1.9472632354113735
252,2024-09-25,13:52:17,24,959,526,617,460,00484,4722.64185N,00832.89957E,30.8,0.7892,0.7861,0.8118,"-,--","-,--",2024-09-25 13:52:17,47.377364166666666,8.548326166666667,"Tannenstrasse, Hochschulen, Altstadt, Zürich, Bezirk Zürich, Zürich, 8092, Schweiz/Suisse/Svizzera/Svizra",1.0332349171806432,1.952961497183969
