,Date,Time,Temperature,Pression,RAW465,RAW540,RAW619,Altitude,Latitude,Longitude,Elevation,AOT465,AOT540,AOT619,Alpha,RÂ²,Datetime,N,E,sza_rad,air_mass,day_of_year,E0
8,2024-06-04,09:35:53,24,841,2692.0323989202857,2886.7488640545885,2299.508731109865,01614,4648.79352N,00950.67560E,58.3,0.0485,0.0373,0.0400,0.69,0.53,2024-06-04 09:35:53,46.813225333333335,9.844593333333334,0.5532693728822026,1.1753490156903816,156,0.9706421070742003
9,2024-06-18,06:30:43,22,845,1777.6822299015118,2032.8173320431001,1677.487473190038,01618,4648.80054N,00950.67000E,28.7,0.1558,0.1453,0.1445,0.26,0.82,2024-06-18 06:30:43,46.81334233333333,9.8445,1.069886831472524,2.082363743807229,170,0.9681145319742257
10,2024-06-18,06:31:00,22,845,1732.2330619086783,1980.137614596861,1631.0053695610036,01617,4648.80067N,00950.66967E,28.8,0.1687,0.1583,0.1584,0.22,0.76,2024-06-18 06:31:00,46.8133445,9.8444945,1.0681415022205298,2.0757496076487936,170,0.9681145319742257
11,2024-06-18,06:31:19,23,845,1744.6282895430875,1994.598713503672,1643.4005971954127,01616,4648.80064N,00950.66946E,28.8,0.1658,0.1552,0.1551,0.24,0.78,2024-06-18 06:31:19,46.813344,9.844491,1.0681415022205298,2.0757496076487936,170,0.9681145319742257
12,2024-06-18,07:02:19,29,844,2267.293721460673,2552.3839570520836,2110.2875047581574,01616,4648.80153N,00950.66908E,34.2,0.0727,0.0589,0.0513,1.22,0.99,2024-06-18 07:02:19,46.81335883333333,9.844484666666666,0.9738937226128358,1.779095485479867,170,0.9681145319742257
13,2024-06-18,07:02:32,29,844,2261.0961076434687,2547.2192788710795,2102.0240196685513,01618,4648.80068N,00950.66978E,34.2,0.0744,0.0602,0.0536,1.15,0.98,2024-06-18 07:02:32,46.813344666666666,9.844496333333334,0.9738937226128358,1.779095485479867,170,0.9681145319742257
14,2024-06-18,07:02:45,30,844,2252.8326225538626,2538.9557937814734,2094.793470215146,01619,4648.80031N,00950.66968E,34.2,0.0767,0.0622,0.0557,1.13,0.98,2024-06-18 07:02:45,46.8133385,9.844494666666666,0.9738937226128358,1.779095485479867,170,0.9681145319742257
15,2024-06-18,07:35:10,33,844,2379.883705806556,2646.381099946353,2174.3295142026045,01610,4648.80113N,00950.67048E,39.8,0.0744,0.0581,0.0488,1.48,0.99,2024-06-18 07:35:10,46.81335216666667,9.844508,0.8761552845011534,1.5622322248899199,170,0.9681145319742257
16,2024-06-18,07:35:26,33,844,2374.7190276255524,2639.1505504929473,2164.000157840597,01609,4648.80084N,00950.67022E,39.8,0.0760,0.0600,0.0519,1.34,0.99,2024-06-18 07:35:26,46.81334733333333,9.844503666666666,0.8761552845011534,1.5622322248899199,170,0.9681145319742257
17,2024-06-18,07:35:46,33,844,2377.817834534155,2646.381099946353,2171.230707294002,01609,4648.80052N,00950.66998E,39.9,0.0755,0.0584,0.0499,1.45,0.99,2024-06-18 07:35:46,46.813342,9.844499666666668,0.8744099552491591,1.5589688586362294,170,0.9681145319742257
